ID,Order_EN,Order_CN,Family_EN,Family_CN,Genus_EN,Genus_CN,Species_EN,Species_CN,Name_EN,Name_CN
06456,Zingiberales,姜目,Zingiberaceae,姜科,Etlingera,Etlingera,elatior,elatior,Etlingera elatior,埃特林格拉
06548,Apiales,伞形目,Araliaceae,五加科,Aralia,楤木属,elata,elata,Aralia elata,龙牙楤木
06553,Apiales,伞形目,Araliaceae,五加科,Cussonia,Cussonia,spicata,spicata,Cussonia spicata,石竹
06554,Apiales,伞形目,Araliaceae,五加科,Fatsia,八角金盘属,japonica,japonica,Fatsia japonica,金豆花
06555,Apiales,伞形目,Araliaceae,五加科,Hedera,常春藤属,helix,helix,Hedera helix,常春藤螺旋
06560,Apiales,伞形目,Araliaceae,五加科,Oplopanax,Oplopanax,horridus,horridus,Oplopanax horridus,刺五加
06563,Apiales,伞形目,Araliaceae,五加科,Pseudopanax,Pseudopanax,arboreus,arboreus,Pseudopanax arboreus,树形假人参
06565,Apiales,伞形目,Araliaceae,五加科,Pseudopanax,Pseudopanax,crassifolius,crassifolius,Pseudopanax crassifolius,青山参
06568,Apiales,伞形目,Araliaceae,五加科,Schefflera,鹅掌柴属,actinophylla,actinophylla,Schefflera actinophylla,鹅掌柴
06570,Apiales,伞形目,Araliaceae,五加科,Schefflera,鹅掌柴属,digitata,digitata,Schefflera digitata,掌鹅掌柴
06571,Apiales,伞形目,Araliaceae,五加科,Schefflera,鹅掌柴属,heptaphylla,heptaphylla,Schefflera heptaphylla,七叶鹅掌柴
06572,Apiales,伞形目,Griseliniaceae,格里斯木科,Griselinia,Griselinia,littoralis,littoralis,Griselinia littoralis,滨灰藻
06574,Apiales,伞形目,Pittosporaceae,海桐花科,Bursaria,Bursaria,spinosa,spinosa,Bursaria spinosa,刺孢囊菌
06575,Apiales,伞形目,Pittosporaceae,海桐花科,Pittosporum,Pittosporum,crassifolium,crassifolium,Pittosporum crassifolium,青海海桐
06576,Apiales,伞形目,Pittosporaceae,海桐花科,Pittosporum,Pittosporum,eugenioides,eugenioides,Pittosporum eugenioides,海桐
06577,Apiales,伞形目,Pittosporaceae,海桐花科,Pittosporum,Pittosporum,tenuifolium,tenuifolium,Pittosporum tenuifolium,细叶海桐
06578,Apiales,伞形目,Pittosporaceae,海桐花科,Pittosporum,Pittosporum,undulatum,undulatum,Pittosporum undulatum,波状海桐
06579,Aquifoliales,冬青目,Aquifoliaceae,冬青科,Ilex,冬青属,aquifolium,枸骨,Ilex aquifolium,冬青
06580,Aquifoliales,冬青目,Aquifoliaceae,冬青科,Ilex,冬青属,cassine,cassine,Ilex cassine,黑冬青
06581,Aquifoliales,冬青目,Aquifoliaceae,冬青科,Ilex,冬青属,cornuta,cornuta,Ilex cornuta,角冬青
06582,Aquifoliales,冬青目,Aquifoliaceae,冬青科,Ilex,冬青属,decidua,decidua,Ilex decidua,蜕膜冬青
06583,Aquifoliales,冬青目,Aquifoliaceae,冬青科,Ilex,冬青属,glabra,glabra,Ilex glabra,光叶冬青
06584,Aquifoliales,冬青目,Aquifoliaceae,冬青科,Ilex,冬青属,mucronata,mucronata,Ilex mucronata,毛冬青
06586,Aquifoliales,冬青目,Aquifoliaceae,冬青科,Ilex,冬青属,verticillata,verticillata,Ilex verticillata,轮叶冬青
06587,Aquifoliales,冬青目,Aquifoliaceae,冬青科,Ilex,冬青属,vomitoria,vomitoria,Ilex vomitoria,呕吐冬青
07285,Brassicales,十字花目,Caricaceae,番木瓜科,Carica,Carica,papaya,papaya,Carica papaya,番木瓜
07288,Brassicales,十字花目,Cleomaceae,白花菜科,Peritoma,Peritoma,arborea,arborea,Peritoma arborea,树周藻
07291,Brassicales,十字花目,Koeberliniaceae,科伯林科,Koeberlinia,Koeberlinia,spinosa,spinosa,Koeberlinia spinosa,刺栾草
07292,Brassicales,十字花目,Limnanthaceae,沼花科,Floerkea,Floerkea,proserpinacoides,proserpinacoides,Floerkea proserpinacoides,花草
07297,Bruniales,Bruniales,Bruniaceae,布尼亚科,Brunia,Brunia,noduliflora,noduliflora,Brunia noduliflora,结花布鲁尼亚
07298,Buxales,Buxales,Buxaceae,黄杨科,Pachysandra,Pachysandra,terminalis,terminalis,Pachysandra terminalis,厚五味子
07469,Caryophyllales,石竹目,Didiereaceae,刺戟木科,Portulacaria,Portulacaria,afra,afra,Portulacaria afra,马齿苋
07482,Caryophyllales,石竹目,Frankeniaceae,瓣鳞花科,Frankenia,Frankenia,salina,salina,Frankenia salina,盐藻
07575,Caryophyllales,石竹目,Tamaricaceae,柽柳科,Tamarix,Tamarix,ramosissima,ramosissima,Tamarix ramosissima,分枝柽柳
07576,Celastrales,卫矛目,Celastraceae,卫矛科,Canotia,Canotia,holacantha,holacantha,Canotia holacantha,白棘花
07577,Celastrales,卫矛目,Celastraceae,卫矛科,Celastrus,南蛇藤属,orbiculatus,orbiculatus,Celastrus orbiculatus,南蛇藤
07578,Celastrales,卫矛目,Celastraceae,卫矛科,Celastrus,南蛇藤属,scandens,scandens,Celastrus scandens,南蛇藤
07579,Celastrales,卫矛目,Celastraceae,卫矛科,Euonymus,卫矛属,alatus,alatus,Euonymus alatus,卫矛
07584,Celastrales,卫矛目,Celastraceae,卫矛科,Euonymus,卫矛属,japonicus,japonicus,Euonymus japonicus,大叶黄杨
07590,Celastrales,卫矛目,Celastraceae,卫矛科,Paxistima,Paxistima,myrsinites,myrsinites,Paxistima myrsinites,紫菀
07591,Celastrales,卫矛目,Celastraceae,卫矛科,Pterocelastrus,Pterocelastrus,tricuspidatus,tricuspidatus,Pterocelastrus tricuspidatus,三尖紫檀
07593,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,alba,alba,Cornus alba,白山茱萸
07594,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,alternifolia,alternifolia,Cornus alternifolia,互叶山茱萸
07595,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,amomum,amomum,Cornus amomum,山茱萸
07597,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,drummondii,drummondii,Cornus drummondii,山茱萸
07598,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,florida,florida,Cornus florida,佛罗里达山茱萸
07599,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,mas,mas,Cornus mas,山茱萸
07600,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,nuttallii,nuttallii,Cornus nuttallii,山茱萸
07601,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,racemosa,racemosa,Cornus racemosa,山茱萸
07603,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,sanguinea,sanguinea,Cornus sanguinea,山茱萸
07604,Cornales,山茱萸目,Cornaceae,山茱萸科,Cornus,山茱萸属,sericea,sericea,Cornus sericea,山茱萸
07609,Cornales,山茱萸目,Hydrangeaceae,绣球科,Hydrangea,绣球属,quercifolia,quercifolia,Hydrangea quercifolia,栎叶绣球
07610,Cornales,山茱萸目,Hydrangeaceae,绣球科,Philadelphus,Philadelphus,lewisii,lewisii,Philadelphus lewisii,路易斯梅花
07613,Cornales,山茱萸目,Loasaceae,刺莲花科,Mentzelia,Mentzelia,hispida,hispida,Mentzelia hispida,刚毛门泽兰
07614,Cornales,山茱萸目,Loasaceae,刺莲花科,Mentzelia,Mentzelia,involucrata,involucrata,Mentzelia involucrata,珙桐
07617,Cornales,山茱萸目,Nyssaceae,蓝果树科,Nyssa,蓝果树属,sylvatica,sylvatica,Nyssa sylvatica,林木
07618,Crossosomatales,流苏子目,Staphyleaceae,省沽油科,Staphylea,Staphylea,trifolia,trifolia,Staphylea trifolia,三叶葡萄球菌
07619,Cucurbitales,葫芦目,Coriariaceae,马桑科,Coriaria,Coriaria,arborea,arborea,Coriaria arborea,马桑
07620,Cucurbitales,葫芦目,Corynocarpaceae,棒果科,Corynocarpus,Corynocarpus,laevigatus,laevigatus,Corynocarpus laevigatus,棒果树
07634,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Centranthus,Centranthus,ruber,ruber,Centranthus ruber,红花菊
07635,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Diervilla,Diervilla,lonicera,lonicera,Diervilla lonicera,金银花
07636,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Dipsacus,Dipsacus,fullonum,fullonum,Dipsacus fullonum,续断
07637,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Dipsacus,Dipsacus,laciniatus,laciniatus,Dipsacus laciniatus,续断
07638,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Dipsacus,Dipsacus,sativus,sativus,Dipsacus sativus,续断
07639,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Knautia,Knautia,arvensis,arvensis,Knautia arvensis,山竹
07640,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Leycesteria,Leycesteria,formosa,formosa,Leycesteria formosa,台湾莱斯特藻
07647,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Lonicera,忍冬属,involucrata,involucrata,Lonicera involucrata,忍冬
07648,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Lonicera,忍冬属,japonica,japonica,Lonicera japonica,金银花
07649,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Lonicera,忍冬属,maackii,maackii,Lonicera maackii,忍冬
07650,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Lonicera,忍冬属,morrowii,morrowii,Lonicera morrowii,莫氏忍冬
07651,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Lonicera,忍冬属,periclymenum,periclymenum,Lonicera periclymenum,大叶忍冬
07652,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Lonicera,忍冬属,sempervirens,sempervirens,Lonicera sempervirens,长绿忍冬
07653,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Lonicera,忍冬属,subspicata,subspicata,Lonicera subspicata,忍冬
07654,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Lonicera,忍冬属,tatarica,tatarica,Lonicera tatarica,鞑靼忍冬
07655,Dipsacales,川续断目,Caprifoliaceae,忍冬科,Lonicera,忍冬属,xylosteum,xylosteum,Lonicera xylosteum,木忍冬
07672,Dipsacales,川续断目,Viburnaceae,荚蒾科,Sambucus,接骨木属,canadensis,canadensis,Sambucus canadensis,加拿大接骨木
07673,Dipsacales,川续断目,Viburnaceae,荚蒾科,Sambucus,接骨木属,cerulea,cerulea,Sambucus cerulea,蓝接骨木
07674,Dipsacales,川续断目,Viburnaceae,荚蒾科,Sambucus,接骨木属,ebulus,ebulus,Sambucus ebulus,接骨木
07675,Dipsacales,川续断目,Viburnaceae,荚蒾科,Sambucus,接骨木属,javanica,javanica,Sambucus javanica,爪哇接骨木
07676,Dipsacales,川续断目,Viburnaceae,荚蒾科,Sambucus,接骨木属,nigra,nigra,Sambucus nigra,黑接骨木
07688,Dipsacales,川续断目,Viburnaceae,荚蒾科,Viburnum,荚蒾属,rhytidophyllum,rhytidophyllum,Viburnum rhytidophyllum,斑叶荚莲属植物
07702,Ericales,杜鹃花目,Ebenaceae,柿科,Diospyros,Diospyros,texana,texana,Diospyros texana,德克萨斯柿
07703,Ericales,杜鹃花目,Ebenaceae,柿科,Diospyros,Diospyros,virginiana,virginiana,Diospyros virginiana,维吉尼亚柿
07706,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Arbutus,草莓树属,menziesii,menziesii,Arbutus menziesii,杨梅
07707,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Arbutus,草莓树属,unedo,unedo,Arbutus unedo,杨梅
07708,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Arbutus,草莓树属,xalapensis,xalapensis,Arbutus xalapensis,杨梅
07709,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Arctostaphylos,熊果属,glauca,glauca,Arctostaphylos glauca,青葡萄球菌
07710,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Arctostaphylos,熊果属,nevadensis,nevadensis,Arctostaphylos nevadensis,内华达牛
07711,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Arctostaphylos,熊果属,patula,patula,Arctostaphylos patula,孔雀草
07712,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Arctostaphylos,熊果属,pungens,pungens,Arctostaphylos pungens,尖角树
07729,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Erica,欧石楠属,arborea,arborea,Erica arborea,艾丽卡·阿博雷亚
07740,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Gaultheria,白珠树属,antipoda,antipoda,Gaultheria antipoda,红花
07782,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Rhododendron,杜鹃花属,maximum,maximum,Rhododendron maximum,最大杜鹃
07783,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Rhododendron,杜鹃花属,menziesii,menziesii,Rhododendron menziesii,孟氏杜鹃
07784,Ericales,杜鹃花目,Ericaceae,杜鹃花科,Rhododendron,杜鹃花属,occidentale,occidentale,Rhododendron occidentale,西杜鹃
07888,Fabales,豆目,Fabaceae,豆科,Acacia,金合欢属,confusa,confusa,Acacia confusa,相思树
07889,Fabales,豆目,Fabaceae,豆科,Acacia,金合欢属,cyclops,cyclops,Acacia cyclops,独眼金合欢
07890,Fabales,豆目,Fabaceae,豆科,Acacia,金合欢属,dealbata,银荆,Acacia dealbata,相思树
07892,Fabales,豆目,Fabaceae,豆科,Acacia,金合欢属,mearnsii,mearnsii,Acacia mearnsii,黑金合欢
07893,Fabales,豆目,Fabaceae,豆科,Acacia,金合欢属,melanoxylon,melanoxylon,Acacia melanoxylon,黑木相思
07896,Fabales,豆目,Fabaceae,豆科,Acacia,金合欢属,pycnantha,pycnantha,Acacia pycnantha,红花相思
07897,Fabales,豆目,Fabaceae,豆科,Acacia,金合欢属,saligna,saligna,Acacia saligna,相思树
07903,Fabales,豆目,Fabaceae,豆科,Albizia,合欢属,julibrissin,julibrissin,Albizia julibrissin,合欢
07905,Fabales,豆目,Fabaceae,豆科,Amorpha,Amorpha,fruticosa,fruticosa,Amorpha fruticosa,紫穗槐
07925,Fabales,豆目,Fabaceae,豆科,Caesalpinia,Caesalpinia,pulcherrima,pulcherrima,Caesalpinia pulcherrima,一品云实
07927,Fabales,豆目,Fabaceae,豆科,Calliandra,Calliandra,houstoniana,houstoniana,Calliandra houstoniana,休斯敦卡莲德拉
07929,Fabales,豆目,Fabaceae,豆科,Caragana,Caragana,arborescens,arborescens,Caragana arborescens,木立锦鸡儿
07930,Fabales,豆目,Fabaceae,豆科,Carmichaelia,Carmichaelia,australis,australis,Carmichaelia australis,南方卡米凯利亚
07931,Fabales,豆目,Fabaceae,豆科,Cassia,Cassia,fistula,fistula,Cassia fistula,决明瘘
07933,Fabales,豆目,Fabaceae,豆科,Ceratonia,Ceratonia,siliqua,siliqua,Ceratonia siliqua,长角果
07934,Fabales,豆目,Fabaceae,豆科,Cercis,紫荆属,canadensis,canadensis,Cercis canadensis,加拿大紫荆
07935,Fabales,豆目,Fabaceae,豆科,Cercis,紫荆属,occidentalis,occidentalis,Cercis occidentalis,西紫荆
07942,Fabales,豆目,Fabaceae,豆科,Cytisus,Cytisus,proliferus,proliferus,Cytisus proliferus,增殖金雀花
07949,Fabales,豆目,Fabaceae,豆科,Dermatophyllum,Dermatophyllum,secundiflorum,secundiflorum,Dermatophyllum secundiflorum,二花皮叶藻
07954,Fabales,豆目,Fabaceae,豆科,Ebenopsis,Ebenopsis,ebano,ebano,Ebenopsis ebano,黑枣
07955,Fabales,豆目,Fabaceae,豆科,Enterolobium,Enterolobium,cyclocarpum,cyclocarpum,Enterolobium cyclocarpum,环果肠球菌
07958,Fabales,豆目,Fabaceae,豆科,Erythrostemon,Erythrostemon,mexicanus,mexicanus,Erythrostemon mexicanus,墨西哥赤百座
07963,Fabales,豆目,Fabaceae,豆科,Gleditsia,皂荚属,triacanthos,三刺皂荚,Gleditsia triacanthos,三刺皂角
07964,Fabales,豆目,Fabaceae,豆科,Gliricidia,Gliricidia,sepium,sepium,Gliricidia sepium,乌贼
07966,Fabales,豆目,Fabaceae,豆科,Guilandina,Guilandina,bonduc,bonduc,Guilandina bonduc,邦杜克吉兰迪纳
07967,Fabales,豆目,Fabaceae,豆科,Gymnocladus,Gymnocladus,dioicus,dioicus,Gymnocladus dioicus,裸枝藻
07968,Fabales,豆目,Fabaceae,豆科,Hardenbergia,Hardenbergia,violacea,violacea,Hardenbergia violacea,紫花哈登堡
07978,Fabales,豆目,Fabaceae,豆科,Laburnum,金链花属,anagyroides,anagyroides,Laburnum anagyroides,金链花
07993,Fabales,豆目,Fabaceae,豆科,Leucaena,Leucaena,leucocephala,leucocephala,Leucaena leucocephala,银合欢
08034,Fabales,豆目,Fabaceae,豆科,Olneya,Olneya,tesota,tesota,Olneya tesota,欧尼亚·特索塔
08039,Fabales,豆目,Fabaceae,豆科,Paraserianthes,Paraserianthes,lophantha,lophantha,Paraserianthes lophantha,绿花假花
08040,Fabales,豆目,Fabaceae,豆科,Parkinsonia,Parkinsonia,aculeata,aculeata,Parkinsonia aculeata,针叶帕金森病
08041,Fabales,豆目,Fabaceae,豆科,Parkinsonia,Parkinsonia,florida,florida,Parkinsonia florida,佛罗里达帕金森病
08042,Fabales,豆目,Fabaceae,豆科,Parkinsonia,Parkinsonia,microphylla,microphylla,Parkinsonia microphylla,小叶帕金森病
08046,Fabales,豆目,Fabaceae,豆科,Pithecellobium,Pithecellobium,dulce,dulce,Pithecellobium dulce,杜氏猿猴
08048,Fabales,豆目,Fabaceae,豆科,Prosopis,Prosopis,glandulosa,glandulosa,Prosopis glandulosa,腺牛豆
08049,Fabales,豆目,Fabaceae,豆科,Prosopis,Prosopis,laevigata,laevigata,Prosopis laevigata,牛豆草
08050,Fabales,豆目,Fabaceae,豆科,Prosopis,Prosopis,pubescens,pubescens,Prosopis pubescens,毛牛豆
08051,Fabales,豆目,Fabaceae,豆科,Prosopis,Prosopis,velutina,velutina,Prosopis velutina,绒毛牧草
08052,Fabales,豆目,Fabaceae,豆科,Psorothamnus,Psorothamnus,emoryi,emoryi,Psorothamnus emoryi,香樟
08054,Fabales,豆目,Fabaceae,豆科,Psorothamnus,Psorothamnus,spinosus,spinosus,Psorothamnus spinosus,刺骨木
08056,Fabales,豆目,Fabaceae,豆科,Robinia,刺槐属,neomexicana,neomexicana,Robinia neomexicana,新墨西哥刺槐
08057,Fabales,豆目,Fabaceae,豆科,Robinia,刺槐属,pseudoacacia,刺槐,Robinia pseudoacacia,刺槐
08061,Fabales,豆目,Fabaceae,豆科,Senna,番泻树属,alata,alata,Senna alata,番泻叶
08062,Fabales,豆目,Fabaceae,豆科,Senna,番泻树属,armata,armata,Senna armata,番泻叶
08065,Fabales,豆目,Fabaceae,豆科,Senna,番泻树属,hebecarpa,hebecarpa,Senna hebecarpa,番泻叶
08066,Fabales,豆目,Fabaceae,豆科,Senna,番泻树属,lindheimeriana,lindheimeriana,Senna lindheimeriana,番泻叶
08067,Fabales,豆目,Fabaceae,豆科,Senna,番泻树属,marilandica,marilandica,Senna marilandica,番泻叶
08068,Fabales,豆目,Fabaceae,豆科,Senna,番泻树属,obtusifolia,obtusifolia,Senna obtusifolia,钝叶番泻叶
08069,Fabales,豆目,Fabaceae,豆科,Senna,番泻树属,occidentalis,occidentalis,Senna occidentalis,西番泻叶
08071,Fabales,豆目,Fabaceae,豆科,Sesbania,Sesbania,drummondii,drummondii,Sesbania drummondii,田菁
08075,Fabales,豆目,Fabaceae,豆科,Sophora,槐属,affinis,affinis,Sophora affinis,槐花
08076,Fabales,豆目,Fabaceae,豆科,Sophora,槐属,microphylla,microphylla,Sophora microphylla,小叶槐
08081,Fabales,豆目,Fabaceae,豆科,Tamarindus,Tamarindus,indica,indica,Tamarindus indica,罗望子
08105,Fabales,豆目,Fabaceae,豆科,Vachellia,Vachellia,cornigera,cornigera,Vachellia cornigera,山茱萸
08106,Fabales,豆目,Fabaceae,豆科,Vachellia,Vachellia,farnesiana,farnesiana,Vachellia farnesiana,山茱萸
08108,Fabales,豆目,Fabaceae,豆科,Vachellia,Vachellia,rigidula,rigidula,Vachellia rigidula,乌木
08109,Fabales,豆目,Fabaceae,豆科,Vachellia,Vachellia,schaffneri,schaffneri,Vachellia schaffneri,雪花
08123,Fabales,豆目,Fabaceae,豆科,Wisteria,紫藤属,sinensis,sinensis,Wisteria sinensis,紫藤
08138,Fagales,壳斗目,Betulaceae,桦木科,Alnus,桤木属,alnobetula,alnobetula,Alnus alnobetula,赤杨
08139,Fagales,壳斗目,Betulaceae,桦木科,Alnus,桤木属,glutinosa,欧洲桤木,Alnus glutinosa,桤木
08141,Fagales,壳斗目,Betulaceae,桦木科,Alnus,桤木属,rhombifolia,rhombifolia,Alnus rhombifolia,菱叶桤木
08144,Fagales,壳斗目,Betulaceae,桦木科,Betula,桦木属,alleghaniensis,alleghaniensis,Betula alleghaniensis,阿勒根桦
08145,Fagales,壳斗目,Betulaceae,桦木科,Betula,桦木属,lenta,lenta,Betula lenta,晚桦
08146,Fagales,壳斗目,Betulaceae,桦木科,Betula,桦木属,nana,nana,Betula nana,桦木
08147,Fagales,壳斗目,Betulaceae,桦木科,Betula,桦木属,nigra,nigra,Betula nigra,黑桦
08148,Fagales,壳斗目,Betulaceae,桦木科,Betula,桦木属,papyrifera,papyrifera,Betula papyrifera,纸桦
08149,Fagales,壳斗目,Betulaceae,桦木科,Betula,桦木属,pendula,垂枝桦,Betula pendula,悬垂桦
08150,Fagales,壳斗目,Betulaceae,桦木科,Betula,桦木属,populifolia,populifolia,Betula populifolia,白桦
08151,Fagales,壳斗目,Betulaceae,桦木科,Betula,桦木属,pubescens,pubescens,Betula pubescens,毛桦
08154,Fagales,壳斗目,Betulaceae,桦木科,Carpinus,鹅耳枥属,caroliniana,caroliniana,Carpinus caroliniana,卡罗来纳州鹅耳枥
08155,Fagales,壳斗目,Betulaceae,桦木科,Corylus,榛属,americana,americana,Corylus americana,美洲榛
08156,Fagales,壳斗目,Betulaceae,桦木科,Corylus,榛属,avellana,欧洲榛,Corylus avellana,榛子
08158,Fagales,壳斗目,Betulaceae,桦木科,Ostrya,Ostrya,virginiana,virginiana,Ostrya virginiana,弗吉尼亚州鸵鸟
08159,Fagales,壳斗目,Casuarinaceae,木麻黄科,Casuarina,Casuarina,equisetifolia,equisetifolia,Casuarina equisetifolia,木麻黄
08160,Fagales,壳斗目,Fagaceae,壳斗科,Castanea,栗属,dentata,dentata,Castanea dentata,板栗
08161,Fagales,壳斗目,Fagaceae,壳斗科,Castanea,栗属,sativa,欧洲栗,Castanea sativa,板栗
08162,Fagales,壳斗目,Fagaceae,壳斗科,Chrysolepis,Chrysolepis,chrysophylla,chrysophylla,Chrysolepis chrysophylla,金鳞草
08163,Fagales,壳斗目,Fagaceae,壳斗科,Chrysolepis,Chrysolepis,sempervirens,sempervirens,Chrysolepis sempervirens,长绿金龟子
08164,Fagales,壳斗目,Fagaceae,壳斗科,Fagus,山毛榉属,grandifolia,grandifolia,Fagus grandifolia,大叶水青冈
08165,Fagales,壳斗目,Fagaceae,壳斗科,Fagus,山毛榉属,sylvatica,欧洲山毛榉,Fagus sylvatica,水青冈
08166,Fagales,壳斗目,Fagaceae,壳斗科,Notholithocarpus,Notholithocarpus,densiflorus,densiflorus,Notholithocarpus densiflorus,赤花石果
08167,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,agrifolia,agrifolia,Quercus agrifolia,农叶栎
08168,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,alba,alba,Quercus alba,白栎
08169,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,berberidifolia,berberidifolia,Quercus berberidifolia,小檗叶栎
08170,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,bicolor,bicolor,Quercus bicolor,二色栎
08171,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,buckleyi,buckleyi,Quercus buckleyi,巴氏栎
08172,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,chrysolepis,chrysolepis,Quercus chrysolepis,金鳞栎
08173,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,coccifera,coccifera,Quercus coccifera,红栎
08174,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,coccinea,coccinea,Quercus coccinea,红栎
08175,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,cornelius-mulleri,cornelius-mulleri,Quercus cornelius-mulleri,山栎
08176,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,douglasii,douglasii,Quercus douglasii,花旗栎
08177,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,durata,durata,Quercus durata,栎树
08178,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,emoryi,emoryi,Quercus emoryi,麻栎
08179,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,engelmannii,engelmannii,Quercus engelmannii,恩氏栎
08180,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,falcata,falcata,Quercus falcata,镰形栎
08181,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,fusiformis,fusiformis,Quercus fusiformis,梭形栎
08182,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,gambelii,gambelii,Quercus gambelii,甘贝栎
08183,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,garryana,garryana,Quercus garryana,加里亚栎
08184,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,geminata,geminata,Quercus geminata,双叶栎
